"","samp_ev","exp","rep","grp_sz","counts"
"6749","LSZ2","FC","3","flagellate colonial 16 16",0
"6750","LSZ2","T24","3","flagellate colonial 16 16",0
"6751","WLD2","FC","1","flagellate colonial 16 16",0
"6752","WLD2","T24","1","flagellate colonial 16 16",0
"6753","WLD2","FC","2","flagellate colonial 16 16",0
"6754","WLD2","T24","2","flagellate colonial 16 16",0
"6755","WLD2","FC","3","flagellate colonial 16 16",0
"6756","WLD2","T24","3","flagellate colonial 16 16",0
"6757","SJR1","FC","1","flagellate colonial 16 16",0
"6758","SJR1","T24","1","flagellate colonial 16 16",0
"6759","SJR1","FC","2","flagellate colonial 16 16",0
"6760","SJR1","T24","2","flagellate colonial 16 16",0
"6761","SJR1","FC","3","flagellate colonial 16 16",0
"6762","SJR1","T24","3","flagellate colonial 16 16",0
"6763","YBP2","FC","1","flagellate colonial 16 16",0
"6764","YBP2","T24","1","flagellate colonial 16 16",0
"6765","YBP2","FC","2","flagellate colonial 16 16",0
"6766","YBP2","T24","2","flagellate colonial 16 16",0
"6767","YBP2","FC","3","flagellate colonial 16 16",0
"6768","YBP2","T24","3","flagellate colonial 16 16",0
"6769","SJR2","FC","1","flagellate cryptomonas 6 16",0
"6770","SJR2","T24","1","flagellate cryptomonas 6 16",0
"6771","SJR2","FC","2","flagellate cryptomonas 6 16",0
"6772","SJR2","T24","2","flagellate cryptomonas 6 16",0
"6773","SJR2","FC","3","flagellate cryptomonas 6 16",0
"6774","SJR2","T24","3","flagellate cryptomonas 6 16",0
"6775","YBP1","FC","1","flagellate cryptomonas 6 16",0
"6776","YBP1","T24","1","flagellate cryptomonas 6 16",0
"6777","YBP1","FC","2","flagellate cryptomonas 6 16",0
"6778","YBP1","T24","2","flagellate cryptomonas 6 16",0
"6779","YBP1","FC","3","flagellate cryptomonas 6 16",0
"6780","YBP1","T24","3","flagellate cryptomonas 6 16",0
"6781","LSZ2","FC","1","flagellate cryptomonas 6 16",0
"6782","LSZ2","T24","1","flagellate cryptomonas 6 16",0
"6783","LSZ2","FC","2","flagellate cryptomonas 6 16",0
"6784","LSZ2","T24","2","flagellate cryptomonas 6 16",0
"6785","LSZ2","FC","3","flagellate cryptomonas 6 16",0
"6786","LSZ2","T24","3","flagellate cryptomonas 6 16",0
"6787","WLD2","FC","1","flagellate cryptomonas 6 16",0
"6788","WLD2","T24","1","flagellate cryptomonas 6 16",0
"6789","WLD2","FC","2","flagellate cryptomonas 6 16",4
"6790","WLD2","T24","2","flagellate cryptomonas 6 16",0
"6791","WLD2","FC","3","flagellate cryptomonas 6 16",0
"6792","WLD2","T24","3","flagellate cryptomonas 6 16",0
"6793","SJR1","FC","1","flagellate cryptomonas 6 16",0
"6794","SJR1","T24","1","flagellate cryptomonas 6 16",0
"6795","SJR1","FC","2","flagellate cryptomonas 6 16",0
"6796","SJR1","T24","2","flagellate cryptomonas 6 16",0
"6797","SJR1","FC","3","flagellate cryptomonas 6 16",0
"6798","SJR1","T24","3","flagellate cryptomonas 6 16",0
"6799","YBP2","FC","1","flagellate cryptomonas 6 16",0
"6800","YBP2","T24","1","flagellate cryptomonas 6 16",0
"6801","YBP2","FC","2","flagellate cryptomonas 6 16",0
"6802","YBP2","T24","2","flagellate cryptomonas 6 16",0
"6803","YBP2","FC","3","flagellate cryptomonas 6 16",0
"6804","YBP2","T24","3","flagellate cryptomonas 6 16",0
"6805","SJR2","FC","1","flagellate cryptomonas 8 16",0
"6806","SJR2","T24","1","flagellate cryptomonas 8 16",0
"6807","SJR2","FC","2","flagellate cryptomonas 8 16",0
"6808","SJR2","T24","2","flagellate cryptomonas 8 16",0
"6809","SJR2","FC","3","flagellate cryptomonas 8 16",0
"6810","SJR2","T24","3","flagellate cryptomonas 8 16",0
"6811","YBP1","FC","1","flagellate cryptomonas 8 16",0
"6812","YBP1","T24","1","flagellate cryptomonas 8 16",0
"6813","YBP1","FC","2","flagellate cryptomonas 8 16",0
"6814","YBP1","T24","2","flagellate cryptomonas 8 16",0
"6815","YBP1","FC","3","flagellate cryptomonas 8 16",8
"6816","YBP1","T24","3","flagellate cryptomonas 8 16",0
"6817","LSZ2","FC","1","flagellate cryptomonas 8 16",0
"6818","LSZ2","T24","1","flagellate cryptomonas 8 16",0
"6819","LSZ2","FC","2","flagellate cryptomonas 8 16",0
"6820","LSZ2","T24","2","flagellate cryptomonas 8 16",0
"6821","LSZ2","FC","3","flagellate cryptomonas 8 16",0
"6822","LSZ2","T24","3","flagellate cryptomonas 8 16",0
"6823","WLD2","FC","1","flagellate cryptomonas 8 16",0
"6824","WLD2","T24","1","flagellate cryptomonas 8 16",0
"6825","WLD2","FC","2","flagellate cryptomonas 8 16",0
"6826","WLD2","T24","2","flagellate cryptomonas 8 16",0
"6827","WLD2","FC","3","flagellate cryptomonas 8 16",0
"6828","WLD2","T24","3","flagellate cryptomonas 8 16",0
"6829","SJR1","FC","1","flagellate cryptomonas 8 16",0
"6830","SJR1","T24","1","flagellate cryptomonas 8 16",0
"6831","SJR1","FC","2","flagellate cryptomonas 8 16",0
"6832","SJR1","T24","2","flagellate cryptomonas 8 16",0
"6833","SJR1","FC","3","flagellate cryptomonas 8 16",0
"6834","SJR1","T24","3","flagellate cryptomonas 8 16",0
"6835","YBP2","FC","1","flagellate cryptomonas 8 16",0
"6836","YBP2","T24","1","flagellate cryptomonas 8 16",0
"6837","YBP2","FC","2","flagellate cryptomonas 8 16",0
"6838","YBP2","T24","2","flagellate cryptomonas 8 16",0
"6839","YBP2","FC","3","flagellate cryptomonas 8 16",0
"6840","YBP2","T24","3","flagellate cryptomonas 8 16",0
"6841","SJR2","FC","1","flagellate cryptomonas 8 24",23
"6842","SJR2","T24","1","flagellate cryptomonas 8 24",0
"6843","SJR2","FC","2","flagellate cryptomonas 8 24",0
"6844","SJR2","T24","2","flagellate cryptomonas 8 24",0
"6845","SJR2","FC","3","flagellate cryptomonas 8 24",23
"6846","SJR2","T24","3","flagellate cryptomonas 8 24",2
"6847","YBP1","FC","1","flagellate cryptomonas 8 24",0
"6848","YBP1","T24","1","flagellate cryptomonas 8 24",0
"6849","YBP1","FC","2","flagellate cryptomonas 8 24",0
"6850","YBP1","T24","2","flagellate cryptomonas 8 24",0
"6851","YBP1","FC","3","flagellate cryptomonas 8 24",0
"6852","YBP1","T24","3","flagellate cryptomonas 8 24",0
"6853","LSZ2","FC","1","flagellate cryptomonas 8 24",0
"6854","LSZ2","T24","1","flagellate cryptomonas 8 24",0
"6855","LSZ2","FC","2","flagellate cryptomonas 8 24",16
"6856","LSZ2","T24","2","flagellate cryptomonas 8 24",0
"6857","LSZ2","FC","3","flagellate cryptomonas 8 24",0
"6858","LSZ2","T24","3","flagellate cryptomonas 8 24",0
"6859","WLD2","FC","1","flagellate cryptomonas 8 24",0
"6860","WLD2","T24","1","flagellate cryptomonas 8 24",0
"6861","WLD2","FC","2","flagellate cryptomonas 8 24",0
"6862","WLD2","T24","2","flagellate cryptomonas 8 24",0
"6863","WLD2","FC","3","flagellate cryptomonas 8 24",0
"6864","WLD2","T24","3","flagellate cryptomonas 8 24",0
"6865","SJR1","FC","1","flagellate cryptomonas 8 24",0
"6866","SJR1","T24","1","flagellate cryptomonas 8 24",0
"6867","SJR1","FC","2","flagellate cryptomonas 8 24",0
"6868","SJR1","T24","2","flagellate cryptomonas 8 24",0
"6869","SJR1","FC","3","flagellate cryptomonas 8 24",0
"6870","SJR1","T24","3","flagellate cryptomonas 8 24",0
"6871","YBP2","FC","1","flagellate cryptomonas 8 24",0
"6872","YBP2","T24","1","flagellate cryptomonas 8 24",0
"6873","YBP2","FC","2","flagellate cryptomonas 8 24",0
"6874","YBP2","T24","2","flagellate cryptomonas 8 24",0
"6875","YBP2","FC","3","flagellate cryptomonas 8 24",0
"6876","YBP2","T24","3","flagellate cryptomonas 8 24",0
"6877","SJR2","FC","1","flagellate cryptomonas 12 40",0
"6878","SJR2","T24","1","flagellate cryptomonas 12 40",0
"6879","SJR2","FC","2","flagellate cryptomonas 12 40",0
"6880","SJR2","T24","2","flagellate cryptomonas 12 40",0
"6881","SJR2","FC","3","flagellate cryptomonas 12 40",0
"6882","SJR2","T24","3","flagellate cryptomonas 12 40",0
"6883","YBP1","FC","1","flagellate cryptomonas 12 40",0
"6884","YBP1","T24","1","flagellate cryptomonas 12 40",0
"6885","YBP1","FC","2","flagellate cryptomonas 12 40",0
"6886","YBP1","T24","2","flagellate cryptomonas 12 40",0
"6887","YBP1","FC","3","flagellate cryptomonas 12 40",0
"6888","YBP1","T24","3","flagellate cryptomonas 12 40",0
"6889","LSZ2","FC","1","flagellate cryptomonas 12 40",0
"6890","LSZ2","T24","1","flagellate cryptomonas 12 40",0
"6891","LSZ2","FC","2","flagellate cryptomonas 12 40",0
"6892","LSZ2","T24","2","flagellate cryptomonas 12 40",0
"6893","LSZ2","FC","3","flagellate cryptomonas 12 40",0
"6894","LSZ2","T24","3","flagellate cryptomonas 12 40",0
"6895","WLD2","FC","1","flagellate cryptomonas 12 40",0
"6896","WLD2","T24","1","flagellate cryptomonas 12 40",0
"6897","WLD2","FC","2","flagellate cryptomonas 12 40",0
"6898","WLD2","T24","2","flagellate cryptomonas 12 40",0
"6899","WLD2","FC","3","flagellate cryptomonas 12 40",0
"6900","WLD2","T24","3","flagellate cryptomonas 12 40",0
"6901","SJR1","FC","1","flagellate cryptomonas 12 40",0
"6902","SJR1","T24","1","flagellate cryptomonas 12 40",0
"6903","SJR1","FC","2","flagellate cryptomonas 12 40",0
"6904","SJR1","T24","2","flagellate cryptomonas 12 40",0
"6905","SJR1","FC","3","flagellate cryptomonas 12 40",0
"6906","SJR1","T24","3","flagellate cryptomonas 12 40",0
"6907","YBP2","FC","1","flagellate cryptomonas 12 40",0
"6908","YBP2","T24","1","flagellate cryptomonas 12 40",0
"6909","YBP2","FC","2","flagellate cryptomonas 12 40",0
"6910","YBP2","T24","2","flagellate cryptomonas 12 40",0
"6911","YBP2","FC","3","flagellate cryptomonas 12 40",0
"6912","YBP2","T24","3","flagellate cryptomonas 12 40",0
"6913","SJR2","FC","1","flagellate cryptomonas 16 24",0
"6914","SJR2","T24","1","flagellate cryptomonas 16 24",0
"6915","SJR2","FC","2","flagellate cryptomonas 16 24",15
"6916","SJR2","T24","2","flagellate cryptomonas 16 24",0
"6917","SJR2","FC","3","flagellate cryptomonas 16 24",0
"6918","SJR2","T24","3","flagellate cryptomonas 16 24",0
"6919","YBP1","FC","1","flagellate cryptomonas 16 24",0
"6920","YBP1","T24","1","flagellate cryptomonas 16 24",0
"6921","YBP1","FC","2","flagellate cryptomonas 16 24",0
"6922","YBP1","T24","2","flagellate cryptomonas 16 24",0
"6923","YBP1","FC","3","flagellate cryptomonas 16 24",0
"6924","YBP1","T24","3","flagellate cryptomonas 16 24",0
"6925","LSZ2","FC","1","flagellate cryptomonas 16 24",26
"6926","LSZ2","T24","1","flagellate cryptomonas 16 24",0
"6927","LSZ2","FC","2","flagellate cryptomonas 16 24",0
"6928","LSZ2","T24","2","flagellate cryptomonas 16 24",0
"6929","LSZ2","FC","3","flagellate cryptomonas 16 24",7
"6930","LSZ2","T24","3","flagellate cryptomonas 16 24",0
"6931","WLD2","FC","1","flagellate cryptomonas 16 24",0
"6932","WLD2","T24","1","flagellate cryptomonas 16 24",0
"6933","WLD2","FC","2","flagellate cryptomonas 16 24",0
"6934","WLD2","T24","2","flagellate cryptomonas 16 24",0
"6935","WLD2","FC","3","flagellate cryptomonas 16 24",0
"6936","WLD2","T24","3","flagellate cryptomonas 16 24",0
"6937","SJR1","FC","1","flagellate cryptomonas 16 24",0
"6938","SJR1","T24","1","flagellate cryptomonas 16 24",0
"6939","SJR1","FC","2","flagellate cryptomonas 16 24",0
"6940","SJR1","T24","2","flagellate cryptomonas 16 24",0
"6941","SJR1","FC","3","flagellate cryptomonas 16 24",0
"6942","SJR1","T24","3","flagellate cryptomonas 16 24",0
"6943","YBP2","FC","1","flagellate cryptomonas 16 24",0
"6944","YBP2","T24","1","flagellate cryptomonas 16 24",0
"6945","YBP2","FC","2","flagellate cryptomonas 16 24",0
"6946","YBP2","T24","2","flagellate cryptomonas 16 24",0
"6947","YBP2","FC","3","flagellate cryptomonas 16 24",0
"6948","YBP2","T24","3","flagellate cryptomonas 16 24",0
"6949","SJR2","FC","1","flagellate cryptomonas 16 48",0
"6950","SJR2","T24","1","flagellate cryptomonas 16 48",0
"6951","SJR2","FC","2","flagellate cryptomonas 16 48",0
"6952","SJR2","T24","2","flagellate cryptomonas 16 48",0
"6953","SJR2","FC","3","flagellate cryptomonas 16 48",0
"6954","SJR2","T24","3","flagellate cryptomonas 16 48",0
"6955","YBP1","FC","1","flagellate cryptomonas 16 48",0
"6956","YBP1","T24","1","flagellate cryptomonas 16 48",0
"6957","YBP1","FC","2","flagellate cryptomonas 16 48",0
"6958","YBP1","T24","2","flagellate cryptomonas 16 48",0
"6959","YBP1","FC","3","flagellate cryptomonas 16 48",0
"6960","YBP1","T24","3","flagellate cryptomonas 16 48",0
"6961","LSZ2","FC","1","flagellate cryptomonas 16 48",0
"6962","LSZ2","T24","1","flagellate cryptomonas 16 48",0
"6963","LSZ2","FC","2","flagellate cryptomonas 16 48",0
"6964","LSZ2","T24","2","flagellate cryptomonas 16 48",0
"6965","LSZ2","FC","3","flagellate cryptomonas 16 48",0
"6966","LSZ2","T24","3","flagellate cryptomonas 16 48",0
"6967","WLD2","FC","1","flagellate cryptomonas 16 48",0
"6968","WLD2","T24","1","flagellate cryptomonas 16 48",0
"6969","WLD2","FC","2","flagellate cryptomonas 16 48",0
"6970","WLD2","T24","2","flagellate cryptomonas 16 48",0
"6971","WLD2","FC","3","flagellate cryptomonas 16 48",0
"6972","WLD2","T24","3","flagellate cryptomonas 16 48",0
"6973","SJR1","FC","1","flagellate cryptomonas 16 48",0
"6974","SJR1","T24","1","flagellate cryptomonas 16 48",0
"6975","SJR1","FC","2","flagellate cryptomonas 16 48",0
"6976","SJR1","T24","2","flagellate cryptomonas 16 48",0
"6977","SJR1","FC","3","flagellate cryptomonas 16 48",0
"6978","SJR1","T24","3","flagellate cryptomonas 16 48",0
"6979","YBP2","FC","1","flagellate cryptomonas 16 48",1
"6980","YBP2","T24","1","flagellate cryptomonas 16 48",0
"6981","YBP2","FC","2","flagellate cryptomonas 16 48",0
"6982","YBP2","T24","2","flagellate cryptomonas 16 48",0
"6983","YBP2","FC","3","flagellate cryptomonas 16 48",0
"6984","YBP2","T24","3","flagellate cryptomonas 16 48",0
"6985","SJR2","FC","1","flagellate euglenid 8 20",0
"6986","SJR2","T24","1","flagellate euglenid 8 20",0
"6987","SJR2","FC","2","flagellate euglenid 8 20",0
"6988","SJR2","T24","2","flagellate euglenid 8 20",0
"6989","SJR2","FC","3","flagellate euglenid 8 20",0
"6990","SJR2","T24","3","flagellate euglenid 8 20",0
"6991","YBP1","FC","1","flagellate euglenid 8 20",0
"6992","YBP1","T24","1","flagellate euglenid 8 20",0
"6993","YBP1","FC","2","flagellate euglenid 8 20",0
"6994","YBP1","T24","2","flagellate euglenid 8 20",0
"6995","YBP1","FC","3","flagellate euglenid 8 20",0
"6996","YBP1","T24","3","flagellate euglenid 8 20",0
"6997","LSZ2","FC","1","flagellate euglenid 8 20",0
"6998","LSZ2","T24","1","flagellate euglenid 8 20",0
"6999","LSZ2","FC","2","flagellate euglenid 8 20",0
"7000","LSZ2","T24","2","flagellate euglenid 8 20",0
"7001","LSZ2","FC","3","flagellate euglenid 8 20",0
"7002","LSZ2","T24","3","flagellate euglenid 8 20",0
"7003","WLD2","FC","1","flagellate euglenid 8 20",0
"7004","WLD2","T24","1","flagellate euglenid 8 20",0
"7005","WLD2","FC","2","flagellate euglenid 8 20",0
"7006","WLD2","T24","2","flagellate euglenid 8 20",0
"7007","WLD2","FC","3","flagellate euglenid 8 20",0
"7008","WLD2","T24","3","flagellate euglenid 8 20",0
"7009","SJR1","FC","1","flagellate euglenid 8 20",0
"7010","SJR1","T24","1","flagellate euglenid 8 20",0
"7011","SJR1","FC","2","flagellate euglenid 8 20",0
"7012","SJR1","T24","2","flagellate euglenid 8 20",0
"7013","SJR1","FC","3","flagellate euglenid 8 20",0
"7014","SJR1","T24","3","flagellate euglenid 8 20",0
"7015","YBP2","FC","1","flagellate euglenid 8 20",0
"7016","YBP2","T24","1","flagellate euglenid 8 20",0
"7017","YBP2","FC","2","flagellate euglenid 8 20",0
"7018","YBP2","T24","2","flagellate euglenid 8 20",0
"7019","YBP2","FC","3","flagellate euglenid 8 20",0
"7020","YBP2","T24","3","flagellate euglenid 8 20",0
"7021","SJR2","FC","1","flagellate euglenid 8 32",0
"7022","SJR2","T24","1","flagellate euglenid 8 32",0
"7023","SJR2","FC","2","flagellate euglenid 8 32",0
"7024","SJR2","T24","2","flagellate euglenid 8 32",0
"7025","SJR2","FC","3","flagellate euglenid 8 32",0
"7026","SJR2","T24","3","flagellate euglenid 8 32",0
"7027","YBP1","FC","1","flagellate euglenid 8 32",0
"7028","YBP1","T24","1","flagellate euglenid 8 32",0
"7029","YBP1","FC","2","flagellate euglenid 8 32",0
"7030","YBP1","T24","2","flagellate euglenid 8 32",0
"7031","YBP1","FC","3","flagellate euglenid 8 32",0
"7032","YBP1","T24","3","flagellate euglenid 8 32",0
"7033","LSZ2","FC","1","flagellate euglenid 8 32",0
"7034","LSZ2","T24","1","flagellate euglenid 8 32",0
"7035","LSZ2","FC","2","flagellate euglenid 8 32",0
"7036","LSZ2","T24","2","flagellate euglenid 8 32",0
"7037","LSZ2","FC","3","flagellate euglenid 8 32",0
"7038","LSZ2","T24","3","flagellate euglenid 8 32",0
"7039","WLD2","FC","1","flagellate euglenid 8 32",0
"7040","WLD2","T24","1","flagellate euglenid 8 32",0
"7041","WLD2","FC","2","flagellate euglenid 8 32",0
"7042","WLD2","T24","2","flagellate euglenid 8 32",0
"7043","WLD2","FC","3","flagellate euglenid 8 32",0
"7044","WLD2","T24","3","flagellate euglenid 8 32",0
"7045","SJR1","FC","1","flagellate euglenid 8 32",0
"7046","SJR1","T24","1","flagellate euglenid 8 32",0
"7047","SJR1","FC","2","flagellate euglenid 8 32",0
"7048","SJR1","T24","2","flagellate euglenid 8 32",0
"7049","SJR1","FC","3","flagellate euglenid 8 32",0
"7050","SJR1","T24","3","flagellate euglenid 8 32",0
"7051","YBP2","FC","1","flagellate euglenid 8 32",0
"7052","YBP2","T24","1","flagellate euglenid 8 32",0
"7053","YBP2","FC","2","flagellate euglenid 8 32",0
"7054","YBP2","T24","2","flagellate euglenid 8 32",0
"7055","YBP2","FC","3","flagellate euglenid 8 32",0
"7056","YBP2","T24","3","flagellate euglenid 8 32",0
"7057","SJR2","FC","1","flagellate euglenid 8 40",0
"7058","SJR2","T24","1","flagellate euglenid 8 40",0
"7059","SJR2","FC","2","flagellate euglenid 8 40",0
"7060","SJR2","T24","2","flagellate euglenid 8 40",0
"7061","SJR2","FC","3","flagellate euglenid 8 40",0
"7062","SJR2","T24","3","flagellate euglenid 8 40",0
"7063","YBP1","FC","1","flagellate euglenid 8 40",0
"7064","YBP1","T24","1","flagellate euglenid 8 40",0
"7065","YBP1","FC","2","flagellate euglenid 8 40",0
"7066","YBP1","T24","2","flagellate euglenid 8 40",0
"7067","YBP1","FC","3","flagellate euglenid 8 40",0
"7068","YBP1","T24","3","flagellate euglenid 8 40",0
"7069","LSZ2","FC","1","flagellate euglenid 8 40",0
"7070","LSZ2","T24","1","flagellate euglenid 8 40",0
"7071","LSZ2","FC","2","flagellate euglenid 8 40",0
"7072","LSZ2","T24","2","flagellate euglenid 8 40",0
"7073","LSZ2","FC","3","flagellate euglenid 8 40",0
"7074","LSZ2","T24","3","flagellate euglenid 8 40",0
"7075","WLD2","FC","1","flagellate euglenid 8 40",0
"7076","WLD2","T24","1","flagellate euglenid 8 40",0
"7077","WLD2","FC","2","flagellate euglenid 8 40",0
"7078","WLD2","T24","2","flagellate euglenid 8 40",0
"7079","WLD2","FC","3","flagellate euglenid 8 40",0
"7080","WLD2","T24","3","flagellate euglenid 8 40",0
"7081","SJR1","FC","1","flagellate euglenid 8 40",0
"7082","SJR1","T24","1","flagellate euglenid 8 40",0
"7083","SJR1","FC","2","flagellate euglenid 8 40",0
"7084","SJR1","T24","2","flagellate euglenid 8 40",0
"7085","SJR1","FC","3","flagellate euglenid 8 40",0
"7086","SJR1","T24","3","flagellate euglenid 8 40",0
"7087","YBP2","FC","1","flagellate euglenid 8 40",0
"7088","YBP2","T24","1","flagellate euglenid 8 40",0
"7089","YBP2","FC","2","flagellate euglenid 8 40",0
"7090","YBP2","T24","2","flagellate euglenid 8 40",0
"7091","YBP2","FC","3","flagellate euglenid 8 40",0
"7092","YBP2","T24","3","flagellate euglenid 8 40",0
"7093","SJR2","FC","1","flagellate euglenid 8 136",0
"7094","SJR2","T24","1","flagellate euglenid 8 136",0
"7095","SJR2","FC","2","flagellate euglenid 8 136",0
"7096","SJR2","T24","2","flagellate euglenid 8 136",0
"7097","SJR2","FC","3","flagellate euglenid 8 136",0
"7098","SJR2","T24","3","flagellate euglenid 8 136",0
"7099","YBP1","FC","1","flagellate euglenid 8 136",0
"7100","YBP1","T24","1","flagellate euglenid 8 136",0
"7101","YBP1","FC","2","flagellate euglenid 8 136",0
"7102","YBP1","T24","2","flagellate euglenid 8 136",0
"7103","YBP1","FC","3","flagellate euglenid 8 136",0
"7104","YBP1","T24","3","flagellate euglenid 8 136",0
"7105","LSZ2","FC","1","flagellate euglenid 8 136",0
"7106","LSZ2","T24","1","flagellate euglenid 8 136",0
"7107","LSZ2","FC","2","flagellate euglenid 8 136",0
"7108","LSZ2","T24","2","flagellate euglenid 8 136",0
"7109","LSZ2","FC","3","flagellate euglenid 8 136",0
"7110","LSZ2","T24","3","flagellate euglenid 8 136",0
"7111","WLD2","FC","1","flagellate euglenid 8 136",0
"7112","WLD2","T24","1","flagellate euglenid 8 136",0
"7113","WLD2","FC","2","flagellate euglenid 8 136",0
"7114","WLD2","T24","2","flagellate euglenid 8 136",0
"7115","WLD2","FC","3","flagellate euglenid 8 136",0
"7116","WLD2","T24","3","flagellate euglenid 8 136",0
"7117","SJR1","FC","1","flagellate euglenid 8 136",0
"7118","SJR1","T24","1","flagellate euglenid 8 136",0
"7119","SJR1","FC","2","flagellate euglenid 8 136",0
"7120","SJR1","T24","2","flagellate euglenid 8 136",0
"7121","SJR1","FC","3","flagellate euglenid 8 136",0
"7122","SJR1","T24","3","flagellate euglenid 8 136",0
"7123","YBP2","FC","1","flagellate euglenid 8 136",0
"7124","YBP2","T24","1","flagellate euglenid 8 136",0
"7125","YBP2","FC","2","flagellate euglenid 8 136",0
"7126","YBP2","T24","2","flagellate euglenid 8 136",0
"7127","YBP2","FC","3","flagellate euglenid 8 136",1
"7128","YBP2","T24","3","flagellate euglenid 8 136",1
"7129","SJR2","FC","1","flagellate euglenid 12 80",0
"7130","SJR2","T24","1","flagellate euglenid 12 80",0
"7131","SJR2","FC","2","flagellate euglenid 12 80",0
"7132","SJR2","T24","2","flagellate euglenid 12 80",0
"7133","SJR2","FC","3","flagellate euglenid 12 80",0
"7134","SJR2","T24","3","flagellate euglenid 12 80",0
"7135","YBP1","FC","1","flagellate euglenid 12 80",0
"7136","YBP1","T24","1","flagellate euglenid 12 80",0
"7137","YBP1","FC","2","flagellate euglenid 12 80",0
"7138","YBP1","T24","2","flagellate euglenid 12 80",0
"7139","YBP1","FC","3","flagellate euglenid 12 80",0
"7140","YBP1","T24","3","flagellate euglenid 12 80",0
"7141","LSZ2","FC","1","flagellate euglenid 12 80",0
"7142","LSZ2","T24","1","flagellate euglenid 12 80",0
"7143","LSZ2","FC","2","flagellate euglenid 12 80",0
"7144","LSZ2","T24","2","flagellate euglenid 12 80",0
"7145","LSZ2","FC","3","flagellate euglenid 12 80",0
"7146","LSZ2","T24","3","flagellate euglenid 12 80",0
"7147","WLD2","FC","1","flagellate euglenid 12 80",0
"7148","WLD2","T24","1","flagellate euglenid 12 80",0
"7149","WLD2","FC","2","flagellate euglenid 12 80",0
"7150","WLD2","T24","2","flagellate euglenid 12 80",1
"7151","WLD2","FC","3","flagellate euglenid 12 80",0
"7152","WLD2","T24","3","flagellate euglenid 12 80",0
"7153","SJR1","FC","1","flagellate euglenid 12 80",0
"7154","SJR1","T24","1","flagellate euglenid 12 80",0
"7155","SJR1","FC","2","flagellate euglenid 12 80",0
"7156","SJR1","T24","2","flagellate euglenid 12 80",0
"7157","SJR1","FC","3","flagellate euglenid 12 80",0
"7158","SJR1","T24","3","flagellate euglenid 12 80",0
"7159","YBP2","FC","1","flagellate euglenid 12 80",0
"7160","YBP2","T24","1","flagellate euglenid 12 80",0
"7161","YBP2","FC","2","flagellate euglenid 12 80",0
"7162","YBP2","T24","2","flagellate euglenid 12 80",0
"7163","YBP2","FC","3","flagellate euglenid 12 80",0
"7164","YBP2","T24","3","flagellate euglenid 12 80",0
"7165","SJR2","FC","1","flagellate euglenid 16 48",0
"7166","SJR2","T24","1","flagellate euglenid 16 48",0
"7167","SJR2","FC","2","flagellate euglenid 16 48",0
"7168","SJR2","T24","2","flagellate euglenid 16 48",0
"7169","SJR2","FC","3","flagellate euglenid 16 48",0
"7170","SJR2","T24","3","flagellate euglenid 16 48",0
"7171","YBP1","FC","1","flagellate euglenid 16 48",0
"7172","YBP1","T24","1","flagellate euglenid 16 48",0
"7173","YBP1","FC","2","flagellate euglenid 16 48",0
"7174","YBP1","T24","2","flagellate euglenid 16 48",0
"7175","YBP1","FC","3","flagellate euglenid 16 48",0
"7176","YBP1","T24","3","flagellate euglenid 16 48",0
"7177","LSZ2","FC","1","flagellate euglenid 16 48",0
"7178","LSZ2","T24","1","flagellate euglenid 16 48",0
"7179","LSZ2","FC","2","flagellate euglenid 16 48",0
"7180","LSZ2","T24","2","flagellate euglenid 16 48",0
"7181","LSZ2","FC","3","flagellate euglenid 16 48",0
"7182","LSZ2","T24","3","flagellate euglenid 16 48",0
"7183","WLD2","FC","1","flagellate euglenid 16 48",0
"7184","WLD2","T24","1","flagellate euglenid 16 48",0
"7185","WLD2","FC","2","flagellate euglenid 16 48",0
"7186","WLD2","T24","2","flagellate euglenid 16 48",0
"7187","WLD2","FC","3","flagellate euglenid 16 48",0
"7188","WLD2","T24","3","flagellate euglenid 16 48",0
"7189","SJR1","FC","1","flagellate euglenid 16 48",0
"7190","SJR1","T24","1","flagellate euglenid 16 48",0
"7191","SJR1","FC","2","flagellate euglenid 16 48",0
"7192","SJR1","T24","2","flagellate euglenid 16 48",0
"7193","SJR1","FC","3","flagellate euglenid 16 48",0
"7194","SJR1","T24","3","flagellate euglenid 16 48",0
"7195","YBP2","FC","1","flagellate euglenid 16 48",2
"7196","YBP2","T24","1","flagellate euglenid 16 48",0
"7197","YBP2","FC","2","flagellate euglenid 16 48",2
"7198","YBP2","T24","2","flagellate euglenid 16 48",1
"7199","YBP2","FC","3","flagellate euglenid 16 48",0
"7200","YBP2","T24","3","flagellate euglenid 16 48",0
"7201","SJR2","FC","1","flagellate euglenid 16 144",0
"7202","SJR2","T24","1","flagellate euglenid 16 144",0
"7203","SJR2","FC","2","flagellate euglenid 16 144",0
"7204","SJR2","T24","2","flagellate euglenid 16 144",0
"7205","SJR2","FC","3","flagellate euglenid 16 144",0
"7206","SJR2","T24","3","flagellate euglenid 16 144",0
"7207","YBP1","FC","1","flagellate euglenid 16 144",0
"7208","YBP1","T24","1","flagellate euglenid 16 144",0
"7209","YBP1","FC","2","flagellate euglenid 16 144",0
"7210","YBP1","T24","2","flagellate euglenid 16 144",0
"7211","YBP1","FC","3","flagellate euglenid 16 144",0
"7212","YBP1","T24","3","flagellate euglenid 16 144",0
"7213","LSZ2","FC","1","flagellate euglenid 16 144",0
