"","samp_ev","exp","rep","grp_sz","counts"
"1293","YBP2","FC","2","ciliate other 32 40",0
"1294","YBP2","T24","2","ciliate other 32 40",0
"1295","YBP2","FC","3","ciliate other 32 40",0
"1296","YBP2","T24","3","ciliate other 32 40",0
"1297","SJR2","FC","1","ciliate other odd shape 32 136",0
"1298","SJR2","T24","1","ciliate other odd shape 32 136",0
"1299","SJR2","FC","2","ciliate other odd shape 32 136",0
"1300","SJR2","T24","2","ciliate other odd shape 32 136",0
"1301","SJR2","FC","3","ciliate other odd shape 32 136",0
"1302","SJR2","T24","3","ciliate other odd shape 32 136",0
"1303","YBP1","FC","1","ciliate other odd shape 32 136",0
"1304","YBP1","T24","1","ciliate other odd shape 32 136",0
"1305","YBP1","FC","2","ciliate other odd shape 32 136",0
"1306","YBP1","T24","2","ciliate other odd shape 32 136",0
"1307","YBP1","FC","3","ciliate other odd shape 32 136",0
"1308","YBP1","T24","3","ciliate other odd shape 32 136",0
"1309","LSZ2","FC","1","ciliate other odd shape 32 136",0
"1310","LSZ2","T24","1","ciliate other odd shape 32 136",0
"1311","LSZ2","FC","2","ciliate other odd shape 32 136",0
"1312","LSZ2","T24","2","ciliate other odd shape 32 136",0
"1313","LSZ2","FC","3","ciliate other odd shape 32 136",0
"1314","LSZ2","T24","3","ciliate other odd shape 32 136",0
"1315","WLD2","FC","1","ciliate other odd shape 32 136",1
"1316","WLD2","T24","1","ciliate other odd shape 32 136",0
"1317","WLD2","FC","2","ciliate other odd shape 32 136",0
"1318","WLD2","T24","2","ciliate other odd shape 32 136",0
"1319","WLD2","FC","3","ciliate other odd shape 32 136",0
"1320","WLD2","T24","3","ciliate other odd shape 32 136",0
"1321","SJR1","FC","1","ciliate other odd shape 32 136",0
"1322","SJR1","T24","1","ciliate other odd shape 32 136",0
"1323","SJR1","FC","2","ciliate other odd shape 32 136",0
"1324","SJR1","T24","2","ciliate other odd shape 32 136",0
"1325","SJR1","FC","3","ciliate other odd shape 32 136",0
"1326","SJR1","T24","3","ciliate other odd shape 32 136",0
"1327","YBP2","FC","1","ciliate other odd shape 32 136",0
"1328","YBP2","T24","1","ciliate other odd shape 32 136",0
"1329","YBP2","FC","2","ciliate other odd shape 32 136",0
"1330","YBP2","T24","2","ciliate other odd shape 32 136",0
"1331","YBP2","FC","3","ciliate other odd shape 32 136",1
"1332","YBP2","T24","3","ciliate other odd shape 32 136",0
"1333","SJR2","FC","1","ciliate round 36 36",0
"1334","SJR2","T24","1","ciliate round 36 36",0
"1335","SJR2","FC","2","ciliate round 36 36",0
"1336","SJR2","T24","2","ciliate round 36 36",0
"1337","SJR2","FC","3","ciliate round 36 36",0
"1338","SJR2","T24","3","ciliate round 36 36",0
"1339","YBP1","FC","1","ciliate round 36 36",2
"1340","YBP1","T24","1","ciliate round 36 36",0
"1341","YBP1","FC","2","ciliate round 36 36",0
"1342","YBP1","T24","2","ciliate round 36 36",0
"1343","YBP1","FC","3","ciliate round 36 36",0
"1344","YBP1","T24","3","ciliate round 36 36",0
"1345","LSZ2","FC","1","ciliate round 36 36",0
"1346","LSZ2","T24","1","ciliate round 36 36",0
"1347","LSZ2","FC","2","ciliate round 36 36",0
"1348","LSZ2","T24","2","ciliate round 36 36",0
"1349","LSZ2","FC","3","ciliate round 36 36",0
"1350","LSZ2","T24","3","ciliate round 36 36",0
"1351","WLD2","FC","1","ciliate round 36 36",0
"1352","WLD2","T24","1","ciliate round 36 36",0
"1353","WLD2","FC","2","ciliate round 36 36",0
"1354","WLD2","T24","2","ciliate round 36 36",0
"1355","WLD2","FC","3","ciliate round 36 36",0
"1356","WLD2","T24","3","ciliate round 36 36",0
"1357","SJR1","FC","1","ciliate round 36 36",0
"1358","SJR1","T24","1","ciliate round 36 36",0
"1359","SJR1","FC","2","ciliate round 36 36",0
"1360","SJR1","T24","2","ciliate round 36 36",0
"1361","SJR1","FC","3","ciliate round 36 36",0
"1362","SJR1","T24","3","ciliate round 36 36",0
"1363","YBP2","FC","1","ciliate round 36 36",0
"1364","YBP2","T24","1","ciliate round 36 36",0
"1365","YBP2","FC","2","ciliate round 36 36",0
"1366","YBP2","T24","2","ciliate round 36 36",0
"1367","YBP2","FC","3","ciliate round 36 36",1
"1368","YBP2","T24","3","ciliate round 36 36",0
"1369","SJR2","FC","1","ciliate round 40 40",0
"1370","SJR2","T24","1","ciliate round 40 40",1
"1371","SJR2","FC","2","ciliate round 40 40",3
"1372","SJR2","T24","2","ciliate round 40 40",0
"1373","SJR2","FC","3","ciliate round 40 40",0
"1374","SJR2","T24","3","ciliate round 40 40",1
"1375","YBP1","FC","1","ciliate round 40 40",0
"1376","YBP1","T24","1","ciliate round 40 40",0
"1377","YBP1","FC","2","ciliate round 40 40",1
"1378","YBP1","T24","2","ciliate round 40 40",2
"1379","YBP1","FC","3","ciliate round 40 40",0
"1380","YBP1","T24","3","ciliate round 40 40",4
"1381","LSZ2","FC","1","ciliate round 40 40",0
"1382","LSZ2","T24","1","ciliate round 40 40",4
"1383","LSZ2","FC","2","ciliate round 40 40",0
"1384","LSZ2","T24","2","ciliate round 40 40",0
"1385","LSZ2","FC","3","ciliate round 40 40",0
"1386","LSZ2","T24","3","ciliate round 40 40",0
"1387","WLD2","FC","1","ciliate round 40 40",2
"1388","WLD2","T24","1","ciliate round 40 40",0
"1389","WLD2","FC","2","ciliate round 40 40",1
"1390","WLD2","T24","2","ciliate round 40 40",0
"1391","WLD2","FC","3","ciliate round 40 40",0
"1392","WLD2","T24","3","ciliate round 40 40",1
"1393","SJR1","FC","1","ciliate round 40 40",0
"1394","SJR1","T24","1","ciliate round 40 40",0
"1395","SJR1","FC","2","ciliate round 40 40",0
"1396","SJR1","T24","2","ciliate round 40 40",0
"1397","SJR1","FC","3","ciliate round 40 40",0
"1398","SJR1","T24","3","ciliate round 40 40",0
"1399","YBP2","FC","1","ciliate round 40 40",6
"1400","YBP2","T24","1","ciliate round 40 40",0
"1401","YBP2","FC","2","ciliate round 40 40",0
"1402","YBP2","T24","2","ciliate round 40 40",21
"1403","YBP2","FC","3","ciliate round 40 40",3
"1404","YBP2","T24","3","ciliate round 40 40",0
"1405","SJR2","FC","1","ciliate round 48 48",0
"1406","SJR2","T24","1","ciliate round 48 48",0
"1407","SJR2","FC","2","ciliate round 48 48",0
"1408","SJR2","T24","2","ciliate round 48 48",0
"1409","SJR2","FC","3","ciliate round 48 48",0
"1410","SJR2","T24","3","ciliate round 48 48",0
"1411","YBP1","FC","1","ciliate round 48 48",0
"1412","YBP1","T24","1","ciliate round 48 48",0
"1413","YBP1","FC","2","ciliate round 48 48",1
"1414","YBP1","T24","2","ciliate round 48 48",0
"1415","YBP1","FC","3","ciliate round 48 48",0
"1416","YBP1","T24","3","ciliate round 48 48",0
"1417","LSZ2","FC","1","ciliate round 48 48",0
"1418","LSZ2","T24","1","ciliate round 48 48",0
"1419","LSZ2","FC","2","ciliate round 48 48",0
"1420","LSZ2","T24","2","ciliate round 48 48",3
"1421","LSZ2","FC","3","ciliate round 48 48",0
"1422","LSZ2","T24","3","ciliate round 48 48",0
"1423","WLD2","FC","1","ciliate round 48 48",1
"1424","WLD2","T24","1","ciliate round 48 48",0
"1425","WLD2","FC","2","ciliate round 48 48",0
"1426","WLD2","T24","2","ciliate round 48 48",0
"1427","WLD2","FC","3","ciliate round 48 48",0
"1428","WLD2","T24","3","ciliate round 48 48",0
"1429","SJR1","FC","1","ciliate round 48 48",0
"1430","SJR1","T24","1","ciliate round 48 48",0
"1431","SJR1","FC","2","ciliate round 48 48",0
"1432","SJR1","T24","2","ciliate round 48 48",0
"1433","SJR1","FC","3","ciliate round 48 48",1
"1434","SJR1","T24","3","ciliate round 48 48",0
"1435","YBP2","FC","1","ciliate round 48 48",0
"1436","YBP2","T24","1","ciliate round 48 48",1
"1437","YBP2","FC","2","ciliate round 48 48",0
"1438","YBP2","T24","2","ciliate round 48 48",0
"1439","YBP2","FC","3","ciliate round 48 48",0
"1440","YBP2","T24","3","ciliate round 48 48",0
"1441","SJR2","FC","1","ciliate round 56 56",0
"1442","SJR2","T24","1","ciliate round 56 56",0
"1443","SJR2","FC","2","ciliate round 56 56",0
"1444","SJR2","T24","2","ciliate round 56 56",0
"1445","SJR2","FC","3","ciliate round 56 56",0
"1446","SJR2","T24","3","ciliate round 56 56",0
"1447","YBP1","FC","1","ciliate round 56 56",0
"1448","YBP1","T24","1","ciliate round 56 56",0
"1449","YBP1","FC","2","ciliate round 56 56",0
"1450","YBP1","T24","2","ciliate round 56 56",0
"1451","YBP1","FC","3","ciliate round 56 56",0
"1452","YBP1","T24","3","ciliate round 56 56",0
"1453","LSZ2","FC","1","ciliate round 56 56",0
"1454","LSZ2","T24","1","ciliate round 56 56",0
"1455","LSZ2","FC","2","ciliate round 56 56",0
"1456","LSZ2","T24","2","ciliate round 56 56",0
"1457","LSZ2","FC","3","ciliate round 56 56",0
"1458","LSZ2","T24","3","ciliate round 56 56",0
"1459","WLD2","FC","1","ciliate round 56 56",0
"1460","WLD2","T24","1","ciliate round 56 56",0
"1461","WLD2","FC","2","ciliate round 56 56",0
"1462","WLD2","T24","2","ciliate round 56 56",0
"1463","WLD2","FC","3","ciliate round 56 56",0
"1464","WLD2","T24","3","ciliate round 56 56",0
"1465","SJR1","FC","1","ciliate round 56 56",0
"1466","SJR1","T24","1","ciliate round 56 56",0
"1467","SJR1","FC","2","ciliate round 56 56",0
"1468","SJR1","T24","2","ciliate round 56 56",0
"1469","SJR1","FC","3","ciliate round 56 56",0
"1470","SJR1","T24","3","ciliate round 56 56",0
"1471","YBP2","FC","1","ciliate round 56 56",0
"1472","YBP2","T24","1","ciliate round 56 56",0
"1473","YBP2","FC","2","ciliate round 56 56",0
"1474","YBP2","T24","2","ciliate round 56 56",0
"1475","YBP2","FC","3","ciliate round 56 56",0
"1476","YBP2","T24","3","ciliate round 56 56",0
"1477","SJR2","FC","1","ciliate round 120 120",0
"1478","SJR2","T24","1","ciliate round 120 120",0
"1479","SJR2","FC","2","ciliate round 120 120",0
"1480","SJR2","T24","2","ciliate round 120 120",0
"1481","SJR2","FC","3","ciliate round 120 120",0
"1482","SJR2","T24","3","ciliate round 120 120",0
"1483","YBP1","FC","1","ciliate round 120 120",0
"1484","YBP1","T24","1","ciliate round 120 120",0
"1485","YBP1","FC","2","ciliate round 120 120",0
"1486","YBP1","T24","2","ciliate round 120 120",0
"1487","YBP1","FC","3","ciliate round 120 120",0
"1488","YBP1","T24","3","ciliate round 120 120",0
"1489","LSZ2","FC","1","ciliate round 120 120",0
"1490","LSZ2","T24","1","ciliate round 120 120",0
"1491","LSZ2","FC","2","ciliate round 120 120",0
"1492","LSZ2","T24","2","ciliate round 120 120",0
"1493","LSZ2","FC","3","ciliate round 120 120",0
"1494","LSZ2","T24","3","ciliate round 120 120",0
"1495","WLD2","FC","1","ciliate round 120 120",0
"1496","WLD2","T24","1","ciliate round 120 120",0
"1497","WLD2","FC","2","ciliate round 120 120",0
"1498","WLD2","T24","2","ciliate round 120 120",0
"1499","WLD2","FC","3","ciliate round 120 120",0
"1500","WLD2","T24","3","ciliate round 120 120",0
"1501","SJR1","FC","1","ciliate round 120 120",0
"1502","SJR1","T24","1","ciliate round 120 120",0
"1503","SJR1","FC","2","ciliate round 120 120",0
"1504","SJR1","T24","2","ciliate round 120 120",0
"1505","SJR1","FC","3","ciliate round 120 120",0
"1506","SJR1","T24","3","ciliate round 120 120",0
"1507","YBP2","FC","1","ciliate round 120 120",0
"1508","YBP2","T24","1","ciliate round 120 120",0
"1509","YBP2","FC","2","ciliate round 120 120",6
"1510","YBP2","T24","2","ciliate round 120 120",0
"1511","YBP2","FC","3","ciliate round 120 120",3
"1512","YBP2","T24","3","ciliate round 120 120",0
"1513","SJR2","FC","1","ciliate round 24 24",137
"1514","SJR2","T24","1","ciliate round 24 24",22
"1515","SJR2","FC","2","ciliate round 24 24",172
"1516","SJR2","T24","2","ciliate round 24 24",47
"1517","SJR2","FC","3","ciliate round 24 24",0
"1518","SJR2","T24","3","ciliate round 24 24",0
"1519","YBP1","FC","1","ciliate round 24 24",8
"1520","YBP1","T24","1","ciliate round 24 24",49
"1521","YBP1","FC","2","ciliate round 24 24",0
"1522","YBP1","T24","2","ciliate round 24 24",0
"1523","YBP1","FC","3","ciliate round 24 24",7
"1524","YBP1","T24","3","ciliate round 24 24",0
"1525","LSZ2","FC","1","ciliate round 24 24",13
"1526","LSZ2","T24","1","ciliate round 24 24",3
"1527","LSZ2","FC","2","ciliate round 24 24",0
"1528","LSZ2","T24","2","ciliate round 24 24",0
"1529","LSZ2","FC","3","ciliate round 24 24",5
"1530","LSZ2","T24","3","ciliate round 24 24",0
"1531","WLD2","FC","1","ciliate round 24 24",16
"1532","WLD2","T24","1","ciliate round 24 24",0
"1533","WLD2","FC","2","ciliate round 24 24",0
"1534","WLD2","T24","2","ciliate round 24 24",0
"1535","WLD2","FC","3","ciliate round 24 24",9
"1536","WLD2","T24","3","ciliate round 24 24",0
"1537","SJR1","FC","1","ciliate round 24 24",0
"1538","SJR1","T24","1","ciliate round 24 24",1
"1539","SJR1","FC","2","ciliate round 24 24",3
"1540","SJR1","T24","2","ciliate round 24 24",4
"1541","SJR1","FC","3","ciliate round 24 24",9
"1542","SJR1","T24","3","ciliate round 24 24",5
"1543","YBP2","FC","1","ciliate round 24 24",48
"1544","YBP2","T24","1","ciliate round 24 24",7
"1545","YBP2","FC","2","ciliate round 24 24",17
"1546","YBP2","T24","2","ciliate round 24 24",5
"1547","YBP2","FC","3","ciliate round 24 24",69
"1548","YBP2","T24","3","ciliate round 24 24",0
"1549","SJR2","FC","1","cyanobacteria aphanizomenon 4 56",14
"1550","SJR2","T24","1","cyanobacteria aphanizomenon 4 56",0
"1551","SJR2","FC","2","cyanobacteria aphanizomenon 4 56",0
"1552","SJR2","T24","2","cyanobacteria aphanizomenon 4 56",0
"1553","SJR2","FC","3","cyanobacteria aphanizomenon 4 56",0
"1554","SJR2","T24","3","cyanobacteria aphanizomenon 4 56",0
"1555","YBP1","FC","1","cyanobacteria aphanizomenon 4 56",0
"1556","YBP1","T24","1","cyanobacteria aphanizomenon 4 56",0
"1557","YBP1","FC","2","cyanobacteria aphanizomenon 4 56",0
"1558","YBP1","T24","2","cyanobacteria aphanizomenon 4 56",0
"1559","YBP1","FC","3","cyanobacteria aphanizomenon 4 56",0
"1560","YBP1","T24","3","cyanobacteria aphanizomenon 4 56",0
"1561","LSZ2","FC","1","cyanobacteria aphanizomenon 4 56",0
"1562","LSZ2","T24","1","cyanobacteria aphanizomenon 4 56",0
"1563","LSZ2","FC","2","cyanobacteria aphanizomenon 4 56",0
"1564","LSZ2","T24","2","cyanobacteria aphanizomenon 4 56",0
"1565","LSZ2","FC","3","cyanobacteria aphanizomenon 4 56",0
"1566","LSZ2","T24","3","cyanobacteria aphanizomenon 4 56",0
"1567","WLD2","FC","1","cyanobacteria aphanizomenon 4 56",0
"1568","WLD2","T24","1","cyanobacteria aphanizomenon 4 56",0
"1569","WLD2","FC","2","cyanobacteria aphanizomenon 4 56",0
"1570","WLD2","T24","2","cyanobacteria aphanizomenon 4 56",0
"1571","WLD2","FC","3","cyanobacteria aphanizomenon 4 56",0
"1572","WLD2","T24","3","cyanobacteria aphanizomenon 4 56",0
"1573","SJR1","FC","1","cyanobacteria aphanizomenon 4 56",0
"1574","SJR1","T24","1","cyanobacteria aphanizomenon 4 56",0
"1575","SJR1","FC","2","cyanobacteria aphanizomenon 4 56",0
"1576","SJR1","T24","2","cyanobacteria aphanizomenon 4 56",0
"1577","SJR1","FC","3","cyanobacteria aphanizomenon 4 56",0
"1578","SJR1","T24","3","cyanobacteria aphanizomenon 4 56",0
"1579","YBP2","FC","1","cyanobacteria aphanizomenon 4 56",0
"1580","YBP2","T24","1","cyanobacteria aphanizomenon 4 56",0
"1581","YBP2","FC","2","cyanobacteria aphanizomenon 4 56",0
"1582","YBP2","T24","2","cyanobacteria aphanizomenon 4 56",0
"1583","YBP2","FC","3","cyanobacteria aphanizomenon 4 56",123
"1584","YBP2","T24","3","cyanobacteria aphanizomenon 4 56",0
"1585","SJR2","FC","1","cyanobacteria aphanizomenon 4 72",0
"1586","SJR2","T24","1","cyanobacteria aphanizomenon 4 72",0
"1587","SJR2","FC","2","cyanobacteria aphanizomenon 4 72",0
"1588","SJR2","T24","2","cyanobacteria aphanizomenon 4 72",0
"1589","SJR2","FC","3","cyanobacteria aphanizomenon 4 72",0
"1590","SJR2","T24","3","cyanobacteria aphanizomenon 4 72",0
"1591","YBP1","FC","1","cyanobacteria aphanizomenon 4 72",0
"1592","YBP1","T24","1","cyanobacteria aphanizomenon 4 72",0
"1593","YBP1","FC","2","cyanobacteria aphanizomenon 4 72",0
"1594","YBP1","T24","2","cyanobacteria aphanizomenon 4 72",0
"1595","YBP1","FC","3","cyanobacteria aphanizomenon 4 72",0
"1596","YBP1","T24","3","cyanobacteria aphanizomenon 4 72",0
"1597","LSZ2","FC","1","cyanobacteria aphanizomenon 4 72",0
"1598","LSZ2","T24","1","cyanobacteria aphanizomenon 4 72",0
"1599","LSZ2","FC","2","cyanobacteria aphanizomenon 4 72",0
"1600","LSZ2","T24","2","cyanobacteria aphanizomenon 4 72",0
"1601","LSZ2","FC","3","cyanobacteria aphanizomenon 4 72",0
"1602","LSZ2","T24","3","cyanobacteria aphanizomenon 4 72",0
"1603","WLD2","FC","1","cyanobacteria aphanizomenon 4 72",0
"1604","WLD2","T24","1","cyanobacteria aphanizomenon 4 72",0
"1605","WLD2","FC","2","cyanobacteria aphanizomenon 4 72",0
"1606","WLD2","T24","2","cyanobacteria aphanizomenon 4 72",0
"1607","WLD2","FC","3","cyanobacteria aphanizomenon 4 72",0
"1608","WLD2","T24","3","cyanobacteria aphanizomenon 4 72",0
"1609","SJR1","FC","1","cyanobacteria aphanizomenon 4 72",0
"1610","SJR1","T24","1","cyanobacteria aphanizomenon 4 72",0
"1611","SJR1","FC","2","cyanobacteria aphanizomenon 4 72",0
"1612","SJR1","T24","2","cyanobacteria aphanizomenon 4 72",0
"1613","SJR1","FC","3","cyanobacteria aphanizomenon 4 72",0
"1614","SJR1","T24","3","cyanobacteria aphanizomenon 4 72",0
"1615","YBP2","FC","1","cyanobacteria aphanizomenon 4 72",0
"1616","YBP2","T24","1","cyanobacteria aphanizomenon 4 72",0
"1617","YBP2","FC","2","cyanobacteria aphanizomenon 4 72",0
"1618","YBP2","T24","2","cyanobacteria aphanizomenon 4 72",0
"1619","YBP2","FC","3","cyanobacteria aphanizomenon 4 72",0
"1620","YBP2","T24","3","cyanobacteria aphanizomenon 4 72",0
"1621","SJR2","FC","1","cyanobacteria aphanizomenon 4 80",0
"1622","SJR2","T24","1","cyanobacteria aphanizomenon 4 80",0
"1623","SJR2","FC","2","cyanobacteria aphanizomenon 4 80",0
"1624","SJR2","T24","2","cyanobacteria aphanizomenon 4 80",0
"1625","SJR2","FC","3","cyanobacteria aphanizomenon 4 80",0
"1626","SJR2","T24","3","cyanobacteria aphanizomenon 4 80",0
"1627","YBP1","FC","1","cyanobacteria aphanizomenon 4 80",0
"1628","YBP1","T24","1","cyanobacteria aphanizomenon 4 80",0
"1629","YBP1","FC","2","cyanobacteria aphanizomenon 4 80",0
"1630","YBP1","T24","2","cyanobacteria aphanizomenon 4 80",5
"1631","YBP1","FC","3","cyanobacteria aphanizomenon 4 80",0
"1632","YBP1","T24","3","cyanobacteria aphanizomenon 4 80",0
"1633","LSZ2","FC","1","cyanobacteria aphanizomenon 4 80",0
"1634","LSZ2","T24","1","cyanobacteria aphanizomenon 4 80",11
"1635","LSZ2","FC","2","cyanobacteria aphanizomenon 4 80",0
"1636","LSZ2","T24","2","cyanobacteria aphanizomenon 4 80",0
"1637","LSZ2","FC","3","cyanobacteria aphanizomenon 4 80",0
"1638","LSZ2","T24","3","cyanobacteria aphanizomenon 4 80",0
"1639","WLD2","FC","1","cyanobacteria aphanizomenon 4 80",0
"1640","WLD2","T24","1","cyanobacteria aphanizomenon 4 80",0
"1641","WLD2","FC","2","cyanobacteria aphanizomenon 4 80",0
"1642","WLD2","T24","2","cyanobacteria aphanizomenon 4 80",0
"1643","WLD2","FC","3","cyanobacteria aphanizomenon 4 80",0
"1644","WLD2","T24","3","cyanobacteria aphanizomenon 4 80",0
"1645","SJR1","FC","1","cyanobacteria aphanizomenon 4 80",0
"1646","SJR1","T24","1","cyanobacteria aphanizomenon 4 80",0
"1647","SJR1","FC","2","cyanobacteria aphanizomenon 4 80",0
"1648","SJR1","T24","2","cyanobacteria aphanizomenon 4 80",0
"1649","SJR1","FC","3","cyanobacteria aphanizomenon 4 80",0
"1650","SJR1","T24","3","cyanobacteria aphanizomenon 4 80",10
"1651","YBP2","FC","1","cyanobacteria aphanizomenon 4 80",0
"1652","YBP2","T24","1","cyanobacteria aphanizomenon 4 80",0
"1653","YBP2","FC","2","cyanobacteria aphanizomenon 4 80",0
"1654","YBP2","T24","2","cyanobacteria aphanizomenon 4 80",0
"1655","YBP2","FC","3","cyanobacteria aphanizomenon 4 80",0
"1656","YBP2","T24","3","cyanobacteria aphanizomenon 4 80",0
"1657","SJR2","FC","1","cyanobacteria aphanizomenon 4 128",0
"1658","SJR2","T24","1","cyanobacteria aphanizomenon 4 128",0
"1659","SJR2","FC","2","cyanobacteria aphanizomenon 4 128",0
"1660","SJR2","T24","2","cyanobacteria aphanizomenon 4 128",0
"1661","SJR2","FC","3","cyanobacteria aphanizomenon 4 128",0
"1662","SJR2","T24","3","cyanobacteria aphanizomenon 4 128",0
"1663","YBP1","FC","1","cyanobacteria aphanizomenon 4 128",0
"1664","YBP1","T24","1","cyanobacteria aphanizomenon 4 128",0
"1665","YBP1","FC","2","cyanobacteria aphanizomenon 4 128",0
"1666","YBP1","T24","2","cyanobacteria aphanizomenon 4 128",0
"1667","YBP1","FC","3","cyanobacteria aphanizomenon 4 128",0
"1668","YBP1","T24","3","cyanobacteria aphanizomenon 4 128",1
"1669","LSZ2","FC","1","cyanobacteria aphanizomenon 4 128",0
"1670","LSZ2","T24","1","cyanobacteria aphanizomenon 4 128",0
"1671","LSZ2","FC","2","cyanobacteria aphanizomenon 4 128",0
"1672","LSZ2","T24","2","cyanobacteria aphanizomenon 4 128",0
"1673","LSZ2","FC","3","cyanobacteria aphanizomenon 4 128",0
"1674","LSZ2","T24","3","cyanobacteria aphanizomenon 4 128",0
"1675","WLD2","FC","1","cyanobacteria aphanizomenon 4 128",0
"1676","WLD2","T24","1","cyanobacteria aphanizomenon 4 128",0
"1677","WLD2","FC","2","cyanobacteria aphanizomenon 4 128",0
"1678","WLD2","T24","2","cyanobacteria aphanizomenon 4 128",0
"1679","WLD2","FC","3","cyanobacteria aphanizomenon 4 128",0
"1680","WLD2","T24","3","cyanobacteria aphanizomenon 4 128",0
"1681","SJR1","FC","1","cyanobacteria aphanizomenon 4 128",0
"1682","SJR1","T24","1","cyanobacteria aphanizomenon 4 128",4
"1683","SJR1","FC","2","cyanobacteria aphanizomenon 4 128",0
"1684","SJR1","T24","2","cyanobacteria aphanizomenon 4 128",4
"1685","SJR1","FC","3","cyanobacteria aphanizomenon 4 128",0
"1686","SJR1","T24","3","cyanobacteria aphanizomenon 4 128",0
"1687","YBP2","FC","1","cyanobacteria aphanizomenon 4 128",0
"1688","YBP2","T24","1","cyanobacteria aphanizomenon 4 128",0
"1689","YBP2","FC","2","cyanobacteria aphanizomenon 4 128",0
"1690","YBP2","T24","2","cyanobacteria aphanizomenon 4 128",0
"1691","YBP2","FC","3","cyanobacteria aphanizomenon 4 128",0
"1692","YBP2","T24","3","cyanobacteria aphanizomenon 4 128",0
"1693","SJR2","FC","1","cyanobacteria aphanizomenon 6 72",0
"1694","SJR2","T24","1","cyanobacteria aphanizomenon 6 72",0
"1695","SJR2","FC","2","cyanobacteria aphanizomenon 6 72",0
"1696","SJR2","T24","2","cyanobacteria aphanizomenon 6 72",0
"1697","SJR2","FC","3","cyanobacteria aphanizomenon 6 72",0
"1698","SJR2","T24","3","cyanobacteria aphanizomenon 6 72",0
"1699","YBP1","FC","1","cyanobacteria aphanizomenon 6 72",0
"1700","YBP1","T24","1","cyanobacteria aphanizomenon 6 72",0
"1701","YBP1","FC","2","cyanobacteria aphanizomenon 6 72",0
"1702","YBP1","T24","2","cyanobacteria aphanizomenon 6 72",0
"1703","YBP1","FC","3","cyanobacteria aphanizomenon 6 72",0
"1704","YBP1","T24","3","cyanobacteria aphanizomenon 6 72",0
"1705","LSZ2","FC","1","cyanobacteria aphanizomenon 6 72",0
"1706","LSZ2","T24","1","cyanobacteria aphanizomenon 6 72",0
"1707","LSZ2","FC","2","cyanobacteria aphanizomenon 6 72",0
"1708","LSZ2","T24","2","cyanobacteria aphanizomenon 6 72",0
"1709","LSZ2","FC","3","cyanobacteria aphanizomenon 6 72",0
"1710","LSZ2","T24","3","cyanobacteria aphanizomenon 6 72",0
"1711","WLD2","FC","1","cyanobacteria aphanizomenon 6 72",0
"1712","WLD2","T24","1","cyanobacteria aphanizomenon 6 72",0
"1713","WLD2","FC","2","cyanobacteria aphanizomenon 6 72",0
"1714","WLD2","T24","2","cyanobacteria aphanizomenon 6 72",0
"1715","WLD2","FC","3","cyanobacteria aphanizomenon 6 72",0
"1716","WLD2","T24","3","cyanobacteria aphanizomenon 6 72",0
"1717","SJR1","FC","1","cyanobacteria aphanizomenon 6 72",0
"1718","SJR1","T24","1","cyanobacteria aphanizomenon 6 72",0
"1719","SJR1","FC","2","cyanobacteria aphanizomenon 6 72",0
"1720","SJR1","T24","2","cyanobacteria aphanizomenon 6 72",0
"1721","SJR1","FC","3","cyanobacteria aphanizomenon 6 72",0
"1722","SJR1","T24","3","cyanobacteria aphanizomenon 6 72",0
"1723","YBP2","FC","1","cyanobacteria aphanizomenon 6 72",0
"1724","YBP2","T24","1","cyanobacteria aphanizomenon 6 72",0
"1725","YBP2","FC","2","cyanobacteria aphanizomenon 6 72",0
"1726","YBP2","T24","2","cyanobacteria aphanizomenon 6 72",0
"1727","YBP2","FC","3","cyanobacteria aphanizomenon 6 72",0
"1728","YBP2","T24","3","cyanobacteria aphanizomenon 6 72",0
"1729","SJR2","FC","1","cyanobacteria aphanizomenon 6 160",0
"1730","SJR2","T24","1","cyanobacteria aphanizomenon 6 160",0
"1731","SJR2","FC","2","cyanobacteria aphanizomenon 6 160",0
"1732","SJR2","T24","2","cyanobacteria aphanizomenon 6 160",0
"1733","SJR2","FC","3","cyanobacteria aphanizomenon 6 160",0
"1734","SJR2","T24","3","cyanobacteria aphanizomenon 6 160",0
"1735","YBP1","FC","1","cyanobacteria aphanizomenon 6 160",0
"1736","YBP1","T24","1","cyanobacteria aphanizomenon 6 160",0
"1737","YBP1","FC","2","cyanobacteria aphanizomenon 6 160",0
"1738","YBP1","T24","2","cyanobacteria aphanizomenon 6 160",0
"1739","YBP1","FC","3","cyanobacteria aphanizomenon 6 160",0
"1740","YBP1","T24","3","cyanobacteria aphanizomenon 6 160",0
"1741","LSZ2","FC","1","cyanobacteria aphanizomenon 6 160",0
"1742","LSZ2","T24","1","cyanobacteria aphanizomenon 6 160",0
"1743","LSZ2","FC","2","cyanobacteria aphanizomenon 6 160",0
"1744","LSZ2","T24","2","cyanobacteria aphanizomenon 6 160",0
"1745","LSZ2","FC","3","cyanobacteria aphanizomenon 6 160",0
"1746","LSZ2","T24","3","cyanobacteria aphanizomenon 6 160",0
"1747","WLD2","FC","1","cyanobacteria aphanizomenon 6 160",0
"1748","WLD2","T24","1","cyanobacteria aphanizomenon 6 160",0
"1749","WLD2","FC","2","cyanobacteria aphanizomenon 6 160",0
"1750","WLD2","T24","2","cyanobacteria aphanizomenon 6 160",0
