"","samp_ev","exp","grp_typ","sa","la","wi","tot_ct","bmn_pgml"
"712","SJR2","FC","flagellate cryptomonas",9,14,NA,127,127.666130369639
"713","SJR2","FC","flagellate cryptomonas",16,24,NA,15,236.265658738268
"714","SJR2","T24","flagellate cryptomonas",3.67,5.5,NA,36,4.3753344442585
"715","SJR2","T24","flagellate cryptomonas",6.33,9.5,NA,54,20.3286574440974
"716","SJR2","T24","flagellate cryptomonas",8,24,NA,2,9.6596324840177
"717","SJR2","T24","flagellate cryptomonas",9,14,NA,28,30.3188104112833
"718","YBP2","IC","flagellate cryptomonas",8,24,NA,174,451.971944472591
"719","YBP2","IC","flagellate cryptomonas",16,24,NA,96,1687.77134831022
"720","YBP2","IC","flagellate cryptomonas",16,48,NA,7,276.805775712445
"721","YBP2","FC","flagellate cryptomonas",9,14,NA,10,165.175978539031
"722","YBP2","FC","flagellate cryptomonas",16,48,NA,1,178.10990804989
"723","YBP2","T24","flagellate cryptomonas",3.67,5.5,NA,23,9.20587602963245
"724","WLD2","IC","flagellate euglenid",8,32,NA,2,12.794995149797
"725","WLD2","T24","flagellate euglenid",12,80,NA,1,33.8233875420991
"726","YBP2","IC","flagellate euglenid",8,40,NA,17,145.199388626741
"727","YBP2","IC","flagellate euglenid",12,80,NA,10,209.9127648091
"728","YBP2","IC","flagellate euglenid",16,48,NA,1,44.5274770124724
"729","YBP2","FC","flagellate euglenid",8,136,NA,1,42.4829073575645
"730","YBP2","FC","flagellate euglenid",16,48,NA,4,265.485758436731
"731","YBP2","FC","flagellate euglenid",40,40,NA,3,775.957711749235
"732","YBP2","T24","flagellate euglenid",8,136,NA,1,42.5750611696199
"733","YBP2","T24","flagellate euglenid",16,48,NA,1,110.954509240458
"734","YBP2","T24","flagellate euglenid",16,144,NA,1,294.906153761994
"735","YBP1","IC","flagellate in a cone",4,4,NA,34,2.48556188622785
"736","YBP1","FC","flagellate in a cone",4,4,NA,53,5.19680319624545
"737","YBP1","FC","flagellate in a cone",6,6,NA,30,19.6835335574103
"738","YBP1","T24","flagellate in a cone",4,4,NA,75,7.68247273341504
"739","YBP1","T24","flagellate in a cone",6,6,NA,21,13.3631413096214
"740","SJR1","IC","flagellate NA",16,32,NA,1,24.4228420980615
"741","SJR1","T24","flagellate NA",16,32,NA,1,24.5576259948499
"742","YBP2","IC","flagellate NA",8,16,NA,20,71.9356320814738
"743","YBP2","IC","flagellate NA",12,20,NA,3,37.7158651832604
"744","YBP2","IC","flagellate NA",16,32,NA,4,111.844009498801
"745","YBP2","IC","flagellate NA",24,32,NA,31,630.927356497808
"746","YBP2","FC","flagellate NA",16,32,NA,4,147.511435327423
"747","SJR1","IC","flagellate other",3.67,5.5,NA,239,17.1800095602117
"748","SJR1","IC","flagellate other",6.33,9.5,NA,131,44.6028639200354
"749","SJR1","IC","flagellate other",9,14,NA,10,11.1663467657169
"750","SJR1","FC","flagellate other",3.67,5.5,NA,446,34.1039758317961
"751","SJR1","FC","flagellate other",6.33,9.5,NA,80,34.3423839961985
"752","SJR1","FC","flagellate other",9,14,NA,61,68.4974480658205
"753","SJR1","T24","flagellate other",3.67,5.5,NA,401,30.1749421723668
"754","SJR1","T24","flagellate other",6.33,9.5,NA,146,52.870916722135
"755","SJR1","T24","flagellate other",9,14,NA,9,11.2521715240081
"756","YBP1","IC","flagellate other",3.67,5.5,NA,724,50.6220414349983
"757","YBP1","IC","flagellate other",6.33,9.5,NA,7,4.38618034658533
"758","YBP1","FC","flagellate other",3.67,5.5,NA,829,55.3162598464908
"759","YBP1","FC","flagellate other",6.33,9.5,NA,14,5.51600502285089
"760","YBP1","FC","flagellate other",9,14,NA,2,3.74927129751554
"761","YBP1","T24","flagellate other",3.67,5.5,NA,968,65.5701345297982
"762","YBP1","T24","flagellate other",6.33,9.5,NA,6,7.36081158855062
"763","WLD2","IC","flagellate other",3.67,5.5,NA,323,23.4562578429152
"764","WLD2","IC","flagellate other",6.33,9.5,NA,31,12.0905058453711
"765","WLD2","IC","flagellate other",9,14,NA,14,23.5305180400752
"766","WLD2","FC","flagellate other",3.67,5.5,NA,655,47.1234730324222
"767","WLD2","FC","flagellate other",6.33,9.5,NA,227,80.7395804017003
"768","WLD2","FC","flagellate other",9,14,NA,31,51.2568591661355
"769","WLD2","T24","flagellate other",3.67,5.5,NA,580,40.0214328671759
"770","WLD2","T24","flagellate other",6.33,9.5,NA,36,13.6253963813126
"771","WLD2","T24","flagellate other",9,14,NA,2,7.35295736847404
"772","LSZ2","IC","flagellate other",3.67,5.5,NA,383,26.83865692028
"773","LSZ2","IC","flagellate other",6.33,9.5,NA,38,14.1444272907369
"774","LSZ2","IC","flagellate other",9,14,NA,7,23.5302996671996
"775","LSZ2","FC","flagellate other",3.67,5.5,NA,400,28.9601712310371
"776","LSZ2","FC","flagellate other",6.33,9.5,NA,61,23.0449261639043
"777","LSZ2","FC","flagellate other",9,14,NA,2,3.79547291837892
"778","LSZ2","T24","flagellate other",3.67,5.5,NA,336,24.7931418521224
"779","LSZ2","T24","flagellate other",6.33,9.5,NA,17,10.3609375046033
"780","LSZ2","T24","flagellate other",9,14,NA,2,7.28063319763659
"781","SJR2","IC","flagellate other",3.67,5.5,NA,445,31.2032402055777
"782","SJR2","IC","flagellate other",6.33,9.5,NA,118,42.7180355352953
"783","SJR2","FC","flagellate other",3.67,5.5,NA,822,56.7543813461092
"784","SJR2","FC","flagellate other",6.33,9.5,NA,77,28.6119021712591
"785","SJR2","T24","flagellate other",3.67,5.5,NA,501,35.6413453215259
"786","SJR2","T24","flagellate other",6.33,9.5,NA,28,10.9266430604235
"787","YBP2","IC","flagellate other",3.67,5.5,NA,213,21.5843872510152
"788","YBP2","IC","flagellate other",6.33,9.5,NA,374,168.009499390784
"789","YBP2","IC","flagellate other",9,14,NA,188,234.571704248517
"790","YBP2","FC","flagellate other",3.67,5.5,NA,355,82.1826606728784
"791","YBP2","FC","flagellate other",6.33,9.5,NA,252,242.094641241351
"792","YBP2","FC","flagellate other",9,14,NA,56,188.815177812807
"793","YBP2","T24","flagellate other",3.67,5.5,NA,717,111.187807652162
"794","YBP2","T24","flagellate other",6.33,9.5,NA,112,98.7066096848633
"795","YBP2","T24","flagellate other",9,14,NA,34,92.3812281098627
"796","SJR1","IC","ochrophyte synura",32,32,NA,1,89.769857020333
"797","SJR1","FC","ochrophyte synura",16,16,NA,2,13.3585454632529
"798","YBP2","IC","ochrophyte synura",32,32,NA,55,1802.43278113716
"799","YBP1","IC","tintinnid agglutinated",24,40,NA,3,181.72807926301
"800","YBP1","IC","tintinnid agglutinated",32,40,NA,2,206.098438677127
"801","YBP1","IC","tintinnid agglutinated",32,48,NA,8,932.89264699126
"802","YBP1","FC","tintinnid agglutinated",16,24,NA,26,382.036943995027
"803","YBP1","FC","tintinnid agglutinated",24,56,NA,22,1618.65502949553
"804","YBP1","FC","tintinnid agglutinated",24,64,NA,14,1098.06719686498
"805","YBP1","T24","tintinnid agglutinated",24,40,NA,4,235.236178743766
"806","YBP1","T24","tintinnid agglutinated",24,48,NA,3,214.714877004932
"807","YBP1","T24","tintinnid agglutinated",32,48,NA,2,240.058405946203
"808","WLD2","FC","tintinnid agglutinated",20,64,NA,26,1525.84537280844
"809","WLD2","FC","tintinnid agglutinated",24,48,NA,14,914.142704472077
"810","WLD2","FC","tintinnid agglutinated",24,64,NA,20,1753.5115524299
"811","LSZ2","IC","tintinnid agglutinated",24,56,NA,2,168.287235236996
"812","LSZ2","IC","tintinnid agglutinated",32,64,NA,1,170.794308844931
"813","LSZ2","FC","tintinnid agglutinated",20,40,NA,6,245.497974675328
"814","LSZ2","FC","tintinnid agglutinated",24,56,NA,13,510.956528423866
"815","SJR2","IC","tintinnid agglutinated",24,32,NA,1,52.0706344132492
"816","SJR2","IC","tintinnid agglutinated",24,64,NA,1,99.6120306065868
"817","YBP2","IC","tintinnid agglutinated",24,96,NA,288,19380.8525736929
"818","YBP2","IC","tintinnid agglutinated",24,120,NA,120,23816.4354673316
"819","YBP2","IC","tintinnid agglutinated",32,56,NA,4,819.770373721124
"820","YBP2","IC","tintinnid agglutinated",32,64,NA,2,408.862936928483
"821","YBP2","FC","tintinnid agglutinated",24,64,NA,8,1161.07267720488
"822","YBP2","FC","tintinnid agglutinated",24,96,NA,7,2046.12872886884
"823","YBP2","FC","tintinnid agglutinated",32,48,NA,1,363.30803913208
"824","YBP2","FC","tintinnid agglutinated",32,56,NA,2,478.305728704773
"825","YBP2","T24","tintinnid agglutinated",24,32,NA,1,86.1255070284219
"826","YBP1","FC","tintinnid hyaline",16,20,NA,1,15.1040772650766
"827","YBP1","FC","tintinnid hyaline",16,24,NA,1,18.7236199743858
"828","WLD2","IC","tintinnid hyaline",12,32,NA,1,14.2913200151318
"829","WLD2","IC","tintinnid hyaline",16,20,NA,2,30.2486358554175
"830","WLD2","FC","tintinnid hyaline",16,36,NA,1,27.4295447395998
"831","YBP2","FC","tintinnid hyaline",16,36,NA,8,958.014546698796
"832","SJR1","IC","unidentified flagchloro",4,20,NA,31,42.8698230285159
"833","SJR1","FC","unidentified flagchloro",4,26,NA,39,74.9406700983122
"834","SJR1","T24","unidentified flagchloro",4,12,NA,201,90.1088731242794
"835","YBP1","IC","unidentified flagchloro",4,10,NA,62,42.9643540605523
"836","YBP1","IC","unidentified flagchloro",4,20,NA,60,40.7656534765406
"837","YBP1","FC","unidentified flagchloro",4,12,NA,14,6.34381534396074
"838","YBP1","FC","unidentified flagchloro",4,20,NA,22,28.4836344813598
"839","WLD2","T24","unidentified flagchloro",4,8,NA,46,26.3549794271466
"840","LSZ2","IC","unidentified flagchloro",4,8,NA,2,1.26233250277227
"841","LSZ2","FC","unidentified flagchloro",3,26,NA,25,25.965953575447
"842","LSZ2","FC","unidentified flagchloro",4,26,NA,57,50.2086271630175
"843","LSZ2","T24","unidentified flagchloro",3,26,NA,42,42.2639118455676
"844","LSZ2","T24","unidentified flagchloro",4,26,NA,84,143.620305681338
"845","YBP2","FC","unidentified flagchloro",4,10,NA,76,143.225433630956
"846","YBP2","FC","unidentified flagchloro",4,12,NA,134,249.764481646848
"847","YBP2","T24","unidentified flagchloro",4,8,NA,31,53.2172724392681
"848","YBP2","T24","unidentified flagchloro",4,12,NA,40,55.3940511806612
"849","SJR1","IC","unidentified NA",6,32,NA,30,94.3721350636743
"850","SJR1","IC","unidentified NA",16,40,NA,3,75.6045674572229
"851","SJR1","IC","unidentified NA",32,56,NA,4,559.283602823864
"852","SJR1","FC","unidentified NA",16,80,NA,1,57.3602335637662
"853","SJR1","T24","unidentified NA",8,24,NA,15,72.8048744845905
"854","SJR1","T24","unidentified NA",8,48,NA,14,130.682914365031
"855","SJR1","T24","unidentified NA",16,32,NA,29,579.93337225348
"856","SJR1","T24","unidentified NA",16,80,NA,3,182.671902352167
"857","YBP1","IC","unidentified NA",3,8,NA,18,6.35506392072111
"858","YBP1","IC","unidentified NA",4,8,NA,12,5.11086421224628
"859","YBP1","IC","unidentified NA",6,14,NA,2,3.44129917755213
"860","YBP1","IC","unidentified NA",16,24,NA,1,18.7236199743858
"861","YBP1","IC","unidentified NA",32,32,NA,1,87.1784280077641
"862","WLD2","IC","unidentified NA",8,168,NA,1,46.3395954274194
"863","WLD2","IC","unidentified NA",12,32,NA,48,280.954034594621
"864","WLD2","IC","unidentified NA",16,32,NA,1,23.3298476966425
"865","WLD2","IC","unidentified NA",16,40,NA,7,188.041130420589
"866","WLD2","IC","unidentified NA",20,40,NA,18,660.097810989634
"867","WLD2","FC","unidentified NA",12,32,NA,7,92.8510944693522
"868","WLD2","FC","unidentified NA",16,72,NA,1,52.5878923709967
"869","WLD2","FC","unidentified NA",20,40,NA,13,534.396037875068
"870","WLD2","FC","unidentified NA",24,32,NA,6,282.858861830043
"871","WLD2","FC","unidentified NA",24,40,NA,26,1377.55375786415
"872","WLD2","FC","unidentified NA",32,56,NA,5,689.652935323526
"873","WLD2","T24","unidentified NA",24,40,NA,2,119.541332982076
"874","WLD2","T24","unidentified NA",32,56,NA,1,152.662876256305
"875","LSZ2","IC","unidentified NA",12,32,NA,1,13.0174211192703
"876","LSZ2","FC","unidentified NA",20,40,NA,1,45.4925990733481
"877","SJR2","IC","unidentified NA",10,10,NA,6,18.1511586003043
"878","SJR2","FC","unidentified NA",6,14,NA,7,11.0242654196903
"879","SJR2","FC","unidentified NA",8,48,NA,2,18.4992628722962
"880","SJR2","FC","unidentified NA",12,12,NA,6,30.3691628215899
"881","SJR2","FC","unidentified NA",32,40,NA,1,110.331930433501
"882","SJR2","T24","unidentified NA",2,10,NA,1,0.23933705027589
"883","SJR2","T24","unidentified NA",3,8,NA,28,9.4971261762216
"884","SJR2","T24","unidentified NA",10,10,NA,1,3.36722460200031
"885","SJR2","T24","unidentified NA",10,16,NA,6,18.0721546455696
"886","SJR2","T24","unidentified NA",32,56,NA,1,150.503336113397
"887","YBP2","IC","unidentified NA",2,10,NA,4,1.30363504369198
"888","YBP2","IC","unidentified NA",4,8,NA,6,3.29578918583352
"889","YBP2","IC","unidentified NA",16,32,NA,1,30.428349495807
"890","YBP2","IC","unidentified NA",24,40,NA,5,362.19279019043
"891","YBP2","IC","unidentified NA",40,72,NA,1,362.19279019043
"892","YBP2","FC","unidentified NA",4,8,NA,11,12.9257490376978
"893","YBP2","FC","unidentified NA",8,24,NA,19,401.26955742233
"894","YBP2","FC","unidentified NA",16,24,NA,12,531.64863125847
"895","YBP2","T24","unidentified NA",2,10,2,27,8.7799865119475
"896","YBP2","T24","unidentified NA",4,8,NA,115,69.7308057652958
"897","YBP2","T24","unidentified NA",6,14,NA,2,10.601603246003
"898","YBP2","T24","unidentified NA",16,24,NA,123,1456.60542781058
"899","YBP2","T24","unidentified NA",16,40,NA,11,888.508318514753
"900","SJR1","IC","unidentified rotifer",48,120,NA,2,1275.0066335335
"901","SJR1","FC","unidentified rotifer",56,80,NA,1,835.780099729501
"902","WLD2","IC","unidentified rotifer",40,64,NA,1,260.550545482093
"903","WLD2","IC","unidentified rotifer",48,120,NA,2,1217.94631653072
"904","WLD2","FC","unidentified rotifer",32,48,NA,1,132.090141379809
"905","WLD2","FC","unidentified rotifer",40,112,NA,1,445.038528374967
"906","WLD2","FC","unidentified rotifer",48,120,NA,3,1869.89245957519
"907","YBP2","IC","unidentified rotifer",24,40,NA,3,224.193917153904
"908","YBP2","IC","unidentified rotifer",32,48,NA,1,192.972246017329
"909","YBP2","IC","unidentified rotifer",40,64,NA,1,326.044514655518
"910","YBP2","IC","unidentified rotifer",40,112,NA,1,650.162710764513
"911","YBP2","FC","unidentified rotifer",40,64,NA,3,1206.44274850127
"912","YBP2","FC","unidentified rotifer",48,120,NA,1,1092.79936439745
"913","SJR1","IC","unidentified round",5.5,5.5,NA,448,66.8230493470999
"914","SJR1","IC","unidentified round",9.5,9.5,NA,80,61.7834933111763
"915","SJR1","IC","unidentified round",14,14,NA,1,8.7643601352566
"916","SJR1","IC","unidentified round",24.5,24.5,NA,180,1903.90342065405
"917","SJR1","IC","unidentified round",64,64,NA,1,632.604142151753
"918","SJR1","FC","unidentified round",5.5,5.5,NA,423,73.599219234904
"919","SJR1","FC","unidentified round",9.5,9.5,NA,78,72.2462631737153
"920","SJR1","FC","unidentified round",14,14,NA,15,61.9862872274474
"921","SJR1","FC","unidentified round",24.5,24.5,NA,39,507.613544353846
"922","SJR1","FC","unidentified round",48,48,NA,3,1086.59283649683
"923","SJR1","FC","unidentified round",64,64,NA,1,628.464965649124
"924","SJR1","T24","unidentified round",5.5,5.5,NA,365,61.9793098664535
"925","SJR1","T24","unidentified round",9.5,9.5,NA,44,39.5608739067746
"926","SJR1","T24","unidentified round",14,14,NA,11,31.9918837393799
"927","SJR1","T24","unidentified round",24.5,24.5,NA,205,2407.36483619001
"928","SJR1","T24","unidentified round",40,40,NA,4,697.675376774871
"929","SJR1","T24","unidentified round",48,48,NA,4,1039.69060936739
"930","YBP1","IC","unidentified round",5.5,5.5,NA,534,81.208326352608
"931","YBP1","IC","unidentified round",9.5,9.5,NA,47,38.6806501125327
"932","YBP1","IC","unidentified round",16,16,NA,1,12.8374564168871
"933","YBP1","IC","unidentified round",24.5,24.5,NA,20,250.09450471905
"934","YBP1","FC","unidentified round",5.5,5.5,NA,661,95.3665135413406
"935","YBP1","FC","unidentified round",9.5,9.5,NA,53,41.3677944545917
"936","YBP1","FC","unidentified round",24.5,24.5,NA,23,275.511086287099
"937","YBP1","T24","unidentified round",5.5,5.5,NA,728,107.491225701812
"938","YBP1","T24","unidentified round",9.5,9.5,NA,43,34.9213389061328
"939","YBP1","T24","unidentified round",24.5,24.5,NA,40,464.403713105258
"940","WLD2","IC","unidentified round",5.5,5.5,NA,376,57.9778798504587
"941","WLD2","IC","unidentified round",9.5,9.5,NA,64,51.2180736356798
"942","WLD2","IC","unidentified round",24.5,24.5,NA,49,570.466309589708
"943","WLD2","IC","unidentified round",48,48,NA,4,987.710439651511
"944","WLD2","FC","unidentified round",5.5,5.5,NA,941,142.06347119115
"945","WLD2","FC","unidentified round",9.5,9.5,NA,111,88.8127771178361
"946","WLD2","FC","unidentified round",14,14,NA,10,40.1193849891409
"947","WLD2","FC","unidentified round",24.5,24.5,NA,149,1688.47952930041
"948","WLD2","FC","unidentified round",28,28,NA,8,455.876735933055
"949","WLD2","T24","unidentified round",5.5,5.5,NA,750,108.315518370423
"950","WLD2","T24","unidentified round",9.5,9.5,NA,54,42.3089899880713
"951","WLD2","T24","unidentified round",14,14,NA,11,42.3920794757184
"952","WLD2","T24","unidentified round",24.5,24.5,NA,139,2177.12970345532
"953","WLD2","T24","unidentified round",28,28,NA,5,270.057904158131
"954","LSZ2","IC","unidentified round",5.5,5.5,NA,402,59.3307545509464
"955","LSZ2","IC","unidentified round",9.5,9.5,NA,33,26.3453553737167
"956","LSZ2","IC","unidentified round",24.5,24.5,NA,4,154.317056855707
"957","LSZ2","FC","unidentified round",5.5,5.5,NA,350,54.466900825655
"958","LSZ2","FC","unidentified round",9.5,9.5,NA,63,50.4043772057079
"959","LSZ2","FC","unidentified round",16,16,NA,1,12.6554641230817
"960","LSZ2","FC","unidentified round",24.5,24.5,NA,8,296.17912331412
"961","LSZ2","T24","unidentified round",5.5,5.5,NA,381,59.8714484833732
"962","LSZ2","T24","unidentified round",9.5,9.5,NA,33,27.9335786223764
"963","LSZ2","T24","unidentified round",24.5,24.5,NA,8,156.641731997306
"964","SJR2","IC","unidentified round",5.5,5.5,NA,497,75.7757854238608
"965","SJR2","IC","unidentified round",9.5,9.5,NA,98,76.9477516180325
"966","SJR2","IC","unidentified round",14,14,NA,8,31.9685894122667
"967","SJR2","IC","unidentified round",24.5,24.5,NA,35,421.752340083313
"968","SJR2","IC","unidentified round",28,28,NA,4,225.527150964885
"969","SJR2","FC","unidentified round",5.5,5.5,NA,277,43.644416838184
"970","SJR2","FC","unidentified round",9.5,9.5,NA,53,43.1588867787785
"971","SJR2","FC","unidentified round",24.5,24.5,NA,7,136.562623905185
"972","SJR2","T24","unidentified round",5.5,5.5,NA,146,23.9222136198353
"973","SJR2","T24","unidentified round",9.5,9.5,NA,24,20.5133643017331
"974","SJR2","T24","unidentified round",24.5,24.5,NA,6,117.915764093824
"975","SJR2","T24","unidentified round",80,80,NA,1,1180.93180926977
"976","YBP2","IC","unidentified round",5.5,5.5,NA,312,64.543207601943
"977","YBP2","IC","unidentified round",9.5,9.5,NA,201,198.411080486013
"978","YBP2","IC","unidentified round",14,14,NA,52,162.721287072884
"979","YBP2","IC","unidentified round",24.5,24.5,NA,75,1132.45365743298
"980","YBP2","IC","unidentified round",48,48,NA,1,413.232276860841
"981","YBP2","FC","unidentified round",5.5,5.5,NA,408,192.354561028602
"982","YBP2","FC","unidentified round",9.5,9.5,NA,88,176.615416987309
"983","YBP2","FC","unidentified round",14,14,NA,53,307.487794574238
"984","YBP2","FC","unidentified round",24.5,24.5,NA,106,3804.91450139061
"985","YBP2","FC","unidentified round",28,28,NA,8,1201.05666822144
"986","YBP2","T24","unidentified round",5.5,5.5,NA,707,244.120360610031
"987","YBP2","T24","unidentified round",9.5,9.5,NA,144,218.346626258374
"988","YBP2","T24","unidentified round",14,14,NA,25,171.944266270519
"989","YBP2","T24","unidentified round",24.5,24.5,NA,63,1941.13679803774
"990","YBP2","T24","unidentified round",40,40,NA,2,1001.82593182874
